D,F(D),Sigma(D),F(Sigma(D))
195359,-597102,73260,-401743
195363,-549594,36631,-354231
195367,-630875,73263,-435508
195371,-211082,2290,-15711
195375,-737989,73266,-542614
195379,-661868,36634,-466489
195383,-1142486,73269,-947103
195385,-355345,146539,-159960
195395,-405406,36637,-210011
195399,-688430,73275,-493031
195401,-894351,146551,-698950
195403,-664680,9160,-469277
195407,-1086328,73278,-890921
195409,-1349149,146557,-1153740
195415,-934748,73281,-739333
195417,-419399,146563,-223982
195419,-278708,18321,-83289
195423,-1208420,73284,-1012997
195425,-534065,146569,-338640
195427,-269095,36643,-73668
195431,-326355,73287,-130924
195433,-1127785,146575,-932352
195435,-241981,4581,-46546
195439,-965686,73290,-770247
195443,-355862,36646,-160419
195447,-490695,73293,-295248
195449,-394308,146587,-198859
195451,-418478,18324,-223027
195457,-567829,146593,-372372
195459,-516115,36649,-320656
195463,-640173,73299,-444710
195465,-754706,146599,-559241
195467,-221938,9163,-26471
195471,-778072,73302,-582601
195473,-905820,146605,-710347
195475,-415028,36652,-219553
195479,-807698,73305,-612219
195481,-884443,146611,-688962
195483,-227187,18327,-31704
195487,-1075102,73308,-879615
195489,-458573,146617,-263084
195491,-267860,36655,-72369
195495,-502600,73311,-307105
195497,-845679,146623,-650182
195499,-215242,1146,-19743
195503,-680909,73314,-485406
195507,-293979,36658,-98472
195511,-765553,73317,-570042
195513,-363582,146635,-168069
195515,-255900,18330,-60385
195521,-1334304,146641,-1138783
195523,-1252253,36661,-1056730
195527,-287447,73323,-91920
195531,-411659,9166,-216128
195535,-874544,73326,-679009
195537,-870634,146653,-675097
195539,-1089698,36664,-894159
195545,-386581,146659,-191036
195547,-359856,18333,-164309
195553,-651474,146665,-455921
195555,-388116,36667,-192561
195559,-481963,73335,-286404
195561,-644679,146671,-449118
195563,-376239,4584,-180676
195567,-856243,73338,-660676
195571,-567894,36670,-372323
195575,-687547,73341,-491972
195577,-779560,146683,-583983
195579,-867379,18336,-671800
195587,-1408246,36673,-1212659
195591,-309239,73347,-113648
195593,-423847,146695,-228254
195595,-230358,9169,-34763
195599,-1588576,73350,-1392977
195601,-1845021,146701,-1649420
195607,-358165,73353,-162558
195609,-1785313,146707,-1589704
195611,-236363,18339,-40752
195615,-582760,73356,-387145
195617,-854711,146713,-659094
195619,-265027,36679,-69408
195623,-604169,73359,-408546
195625,-839152,146719,-643527
195627,-235847,2293,-40220
195631,-443874,73362,-248243
195635,-385708,36682,-190073
195641,-380299,146731,-184658
195643,-279817,18342,-84174
195649,-1008524,146737,-812875
195651,-471659,36685,-276008
195655,-312112,73371,-116457
195657,-1534758,146743,-1339101
195659,-490416,9172,-294757
195663,-601212,73374,-405549
195671,-398983,73377,-203312
195673,-494285,146755,-298612
195675,-289302,18345,-93627
195681,-767237,146761,-571556
195689,-1008640,146767,-812951
195691,-210635,4587,-14944
195699,-551807,36694,-356108
195703,-448812,73389,-253109
195705,-456050,146779,-260345
195707,-372344,18348,-176637
195713,-647860,146785,-452147
195715,-288981,36697,-93266
195719,-327404,73395,-131685
195721,-442087,146791,-246366
195723,-276939,9175,-81216
195727,-1136538,73398,-940811
195729,-653268,146797,-457539
195735,-392787,73401,-197052
195737,-500107,146803,-304370
195739,-297314,18351,-101575
195743,-701874,73404,-506131
195745,-529003,146809,-333258
195747,-339618,36703,-143871
195751,-511385,73407,-315634
195755,-200588,574,-4833
195759,-471757,73410,-275998
195763,-1173635,36706,-977872
195767,-779384,73413,-583617
195769,-360675,146827,-164906
195771,-252852,18354,-57081
195777,-859207,146833,-663430
195779,-472995,36709,-277216
195783,-287712,73419,-91929
195785,-897797,146839,-702012
195787,-233800,9178,-38013
195793,-2375624,146845,-2179831
195799,-600375,73425,-404576
195801,-437822,146851,-242021
195803,-356228,18357,-160425
195807,-1112641,73428,-916834
195809,-988962,146857,-793153
195811,-236785,36715,-40974
195815,-392134,73431,-196319
195817,-555063,146863,-359246
195819,-234969,4590,-39150
195823,-430639,73434,-234816
195827,-622685,36718,-426858
195831,-474977,73437,-279146
195833,-399644,146875,-203811
195835,-1159103,18360,-963268
195843,-589653,36721,-393810
195847,-286459,73443,-90612
195849,-401217,146887,-205368
195851,-234730,9181,-38879
195855,-599957,73446,-404102
195857,-802513,146893,-606656
195859,-1088472,36724,-892613
195863,-380780,73449,-184917
195865,-746859,146899,-550994
195867,-221287,18363,-25420
195871,-717284,73452,-521413
195873,-486584,146905,-290711
195875,-281294,36727,-85419
195879,-362788,73455,-166909
195887,-384867,73458,-188980
195891,-514417,36730,-318526
195899,-447789,18366,-251890
195907,-385552,36733,-189645
195913,-1001228,146935,-805315
195915,-616826,9184,-420911
195919,-1162702,73470,-966783
195929,-408376,146947,-212447
195931,-308091,18369,-112160
195935,-777020,73476,-581085
195937,-564117,146953,-368180
195939,-250635,36739,-54696
195943,-308045,73479,-112102
195945,-642390,146959,-446445
195947,-287060,4593,-91113
195951,-998576,73482,-802625
195955,-434509,36742,-238554
195959,-562971,73485,-367012
195961,-439786,146971,-243825
195963,-318196,18372,-122233
195971,-351101,36745,-155130
195975,-558893,73491,-362918
195977,-673726,146983,-477749
195979,-217138,9187,-21159
195983,-601025,73494,-405042
195985,-838224,146989,-642239
195987,-489064,36748,-293077
195991,-685612,73497,-489621
195993,-762558,146995,-566565
195995,-231510,18375,-35515
196001,-463502,147001,-267501
196003,-317626,36751,-121623
196007,-435351,73503,-239344
196009,-1234393,147007,-1038384
196011,-203683,1149,-7672
196015,-463780,73506,-267765
196019,-333446,36754,-137427
196023,-1467010,73509,-1270987
196025,-412277,147019,-216252
196027,-304313,18378,-108286
196035,-620664,36757,-424629
196039,-276077,73515,-80038
196041,-515796,147031,-319755
196043,-233603,9190,-37560
196049,-1065466,147037,-869417
196051,-686788,36760,-490737
196055,-632267,73521,-436212
196057,-385903,147043,-189846
196059,-258967,18381,-62908
196067,-241938,36763,-45871
196071,-515383,73527,-319312
196073,-678525,147055,-482452
196075,-255530,4596,-59455
196079,-747929,73530,-551850
196083,-402366,36766,-206283
196089,-438517,147067,-242428
196097,-819574,147073,-623477
196099,-285496,36769,-89397
196103,-341038,73539,-144935
196105,-455946,147079,-259841
196107,-222058,9193,-25951
196111,-560383,73542,-364272
196113,-1143087,147085,-946974
196115,-683291,36772,-487176
196119,-410955,73545,-214836
196121,-524150,147091,-328029
196123,-415297,18387,-219174
196127,-552757,73548,-356630
196129,-1368044,147097,-1171915
196131,-444036,36775,-247905
196135,-597016,73551,-400881
196137,-832614,147103,-636477
196139,-200922,2299,-4783
196143,-628117,73554,-431974
196147,-1187794,36778,-991647
196153,-345752,147115,-149599
196155,-448620,18390,-252465
196161,-1126529,147121,-930368
196163,-340328,36781,-144165
196167,-333436,73563,-137269
196169,-1394701,147127,-1198532
196171,-291488,9196,-95317
196175,-745995,73566,-549820
196179,-709018,36784,-512839
196183,-429587,73569,-233404
196185,-672212,147139,-476027
196187,-241049,18393,-44862
196191,-804862,73572,-608671
196195,-260314,36787,-64119
196199,-317799,73575,-121600
196203,-236293,4599,-40090
196207,-797415,73578,-601208
196211,-417308,36790,-221097
196215,-540691,73581,-344476
196217,-525678,147163,-329461
196219,-441753,18396,-245534
196225,-813595,147169,-617370
196227,-294381,36793,-98154
196231,-341107,73587,-144876
196233,-456090,147175,-259857
196235,-246531,9199,-50296
196239,-894206,73590,-697967
196241,-657152,147181,-460911
196243,-432074,36796,-235831
196247,-362682,73593,-166435
196251,-331898,18399,-135647
196255,-742409,73596,-546154
196257,-564193,147193,-367936
196259,-418012,36799,-221753
196263,-1033556,73599,-837293
196267,-202434,288,-6167
196271,-474527,73602,-278256
196275,-337411,36802,-141136
196279,-1296355,73605,-1100076
196281,-818277,147211,-621996
196283,-710172,18402,-513889
196291,-856790,36805,-660499
196295,-275625,73611,-79330
196297,-979028,147223,-782731
196299,-221572,9202,-25273
196305,-1934522,147229,-1738217
196307,-855308,36808,-659001
196311,-545241,73617,-348930
196313,-607382,147235,-411069
196315,-498398,18405,-302083
196319,-1447405,73620,-1251086
196321,-821143,147241,-624822
196323,-247167,36811,-50844
196327,-331993,73623,-135666
196329,-495348,147247,-299019
196331,-220143,4602,-23812
196335,-447190,73626,-250855
196339,-699632,36814,-503293
196343,-649056,73629,-452713
196345,-476653,147259,-280308
196347,-428914,18408,-232567
196355,-362017,36817,-165662
196359,-304522,73635,-108163
196361,-419580,147271,-223219
196363,-394791,9205,-198428
196367,-478848,73638,-282481
196369,-1095228,147277,-898859
196371,-810167,36820,-613796
196375,-609184,73641,-412809
196379,-220669,18411,-24290
196383,-687616,73644,-491233
196385,-507632,147289,-311247
196387,-757142,36823,-560755
196391,-838849,73647,-642458
196393,-710687,147295,-514294
196395,-327559,2302,-131164
196399,-387647,73650,-191248
196403,-311127,36826,-114724
196407,-1279697,73653,-1083290
196409,-472578,147307,-276169
196411,-537978,18414,-341567
196419,-451947,36829,-255528
196423,-410166,73659,-213743
196425,-638623,147319,-442198
196427,-443837,9208,-247410
196431,-941987,73662,-745556
196433,-1023232,147325,-826799
196439,-563866,73665,-367427
196441,-527561,147331,-331120
196443,-756755,18417,-560312
196447,-798360,73668,-601913
196449,-1013450,147337,-817001
196451,-245640,36835,-49189
196455,-303200,73671,-106745
196457,-1001122,147343,-804665
196459,-358898,4605,-162439
196463,-579382,73674,-382919
196467,-339234,36838,-142767
196471,-440834,73677,-244363
196473,-512023,147355,-315550
196475,-547381,18420,-350906
196481,-686453,147361,-489972
196483,-432173,36841,-235690
196487,-756925,73683,-560438
196489,-872058,147367,-675569
196491,-232462,9211,-35971
196495,-805643,73686,-609148
196497,-815539,147373,-619042
196499,-699207,36844,-502708
196503,-340621,73689,-144118
196505,-417768,147379,-221263
196507,-373983,18423,-177476
196513,-606581,147385,-410068
196515,-414869,36847,-218354
196519,-752280,73695,-555761
196521,-1097156,147391,-900635
196523,-257152,1152,-60629
196527,-1474333,73698,-1277806
196531,-314552,36850,-118021
196537,-491856,147403,-295319
196539,-383610,18426,-187071
196545,-865201,147409,-668656
196547,-905899,36853,-709352
196551,-329735,73707,-133184
196559,-1846850,73710,-1650291
196561,-770476,147421,-573915
196569,-429388,147427,-232819
196571,-757568,18429,-560997
196577,-1050713,147433,-854136
196583,-931773,73719,-735190
196585,-1095341,147439,-898756
196591,-1216739,73722,-1020148
196595,-1166619,36862,-970024
196599,-1314155,73725,-1117556
196609,-1008429,147457,-811820
196611,-348693,36865,-152082
196615,-321925,73731,-125310
196617,-437133,147463,-240516
196619,-241661,9217,-45042
196623,-514624,73734,-318001
196625,-896674,147469,-700049
196627,-471071,36868,-274444
196631,-370137,73737,-173506
196633,-549017,147475,-352384
196635,-225288,18435,-28653
196639,-582297,73740,-385658
196641,-886244,147481,-689603
196643,-254102,36871,-57459
196647,-399224,73743,-202577
196649,-635437,147487,-438788
196651,-205270,2305,-8619
196655,-395559,73746,-198904
196659,-387518,36874,-190859
196665,-350478,147499,-153813
196667,-273507,18438,-76840
196675,-531633,36877,-334958
196679,-281934,73755,-85255
196683,-262636,9220,-65953
196687,-883819,73758,-687132
196691,-2007767,36880,-1811076
196695,-440379,73761,-243684
196697,-489077,147523,-292380
196699,-237446,18441,-40747
196705,-1226811,147529,-1030106
196707,-295630,36883,-98923
196711,-353265,73767,-156554
196713,-712039,147535,-515326
196715,-213308,4611,-16593
196719,-1820618,73770,-1623899
196723,-399137,36886,-202414
196727,-479473,73773,-282746
196729,-374690,147547,-177961
196731,-290546,18444,-93815
196737,-983236,147553,-786499
196739,-308040,36889,-111301
196743,-346664,73779,-149921
196745,-461947,147559,-265202
196747,-220546,9223,-23799
196753,-708279,147565,-511526
196755,-835821,36892,-639066
196759,-337000,73785,-140241
196761,-490633,147571,-293872
196763,-244792,18447,-48029
196767,-656976,73788,-460209
196769,-477693,147577,-280924
196771,-303891,36895,-107120
196775,-924611,73791,-727836
196779,-214065,577,-17286
196783,-490595,73794,-293812
196787,-399657,36898,-202870
196793,-364370,147595,-167577
196795,-255983,18450,-59188
196801,-781646,147601,-584845
196803,-881982,36901,-685179
196807,-817469,73803,-620662
196809,-451752,147607,-254943
196811,-763275,9226,-566464
196819,-802025,36904,-605206
196823,-1499635,73809,-1302812
196825,-946013,147619,-749188
196827,-964654,18453,-767827
196835,-250451,36907,-53616
196839,-875038,73815,-678199
196841,-1038819,147631,-841978
196843,-225497,4614,-28654
196847,-979831,73818,-782984
196855,-1110781,73821,-913926
196857,-391033,147643,-194176
196859,-1216808,18456,-1019949
196865,-884591,147649,-687726
196867,-688352,36913,-491485
196871,-367558,73827,-170687
196873,-482916,147655,-286043
196875,-303830,9229,-106955
196879,-1895656,73830,-1698777
196881,-2099271,147661,-1902390
196887,-443065,73833,-246178
196889,-611214,147667,-414325
196891,-233357,18459,-36466
196895,-1393132,73836,-1196237
196897,-579390,147673,-382493
196899,-466145,36919,-269246
196903,-548065,73839,-351162
196907,-227796,2308,-30889
196911,-397792,73842,-200881
196915,-348085,36922,-151170
196919,-1795999,73845,-1599080
196921,-373193,147691,-176272
196923,-318253,18462,-121330
196935,-319706,73851,-122771
196937,-732808,147703,-535871
196939,-422806,9232,-225867
196951,-461107,73857,-264156
196953,-508896,147715,-311943
196955,-262383,18465,-65428
196959,-1285059,73860,-1088100
196961,-519747,147721,-322786
196963,-274583,36931,-77620
196967,-332293,73863,-135326
196969,-595699,147727,-398730
196971,-222301,4617,-25330
196975,-1680566,73866,-1483591
196979,-504307,36934,-307328
196983,-674343,73869,-477360
196985,-375825,147739,-178840
196987,-803280,18468,-606293
196993,-641760,147745,-444767
196995,-424683,36937,-227688
196999,-481538,73875,-284539
197001,-596971,147751,-399970
197003,-227186,9235,-30183
197011,-388427,36940,-191416
197015,-412412,73881,-215397
197017,-489760,147763,-292743
197019,-241633,18471,-44614
197023,-1107639,73884,-910616
197025,-474837,147769,-277812
197027,-403311,36943,-206284
197031,-521651,73887,-324620
197035,-198661,1155,-1626
197039,-841778,73890,-644739
197043,-323887,36946,-126844
197047,-1061503,73893,-864456
197049,-534093,147787,-337044
197051,-425565,18474,-228514
197057,-1362844,147793,-1165787
197063,-271433,73899,-74370
197065,-665186,147799,-468121
197067,-258548,9238,-61481
197071,-1077039,73902,-879968
197073,-990758,147805,-793685
197075,-1474999,36952,-1277924
197079,-814868,73905,-617789
197081,-406285,147811,-209204
197083,-278686,18477,-81603
197089,-643143,147817,-446054
197091,-256792,36955,-59701
197095,-859886,73911,-662791
197097,-1023880,147823,-826783
197099,-235726,4620,-38627
197103,-589156,73914,-392053
197107,-596657,36958,-399550
197113,-519068,147835,-321955
197115,-525716,18480,-328601
197121,-638933,147841,-441812
197123,-387535,36961,-190412
197127,-425586,73923,-228459
197129,-541094,147847,-343965
197131,-238339,9241,-41208
197135,-914877,73926,-717742
197139,-659247,36964,-462108
197143,-378614,73929,-181471
197145,-492400,147859,-295255
197147,-248031,18483,-50884
197151,-1434263,73932,-1237112
197153,-1386039,147865,-1188886
197155,-276920,36967,-79765
197159,-686463,73935,-489304
197161,-923291,147871,-726130
197163,-200595,2311,-3432
197167,-451451,73938,-254284
197171,-420123,36970,-222952
197177,-346181,147883,-149004
197179,-613607,18486,-416428
197187,-338677,36973,-141490
197191,-759514,73947,-562323
197193,-913303,147895,-716110
197195,-717347,9244,-520152
197199,-993161,73950,-795962
197203,-1899987,36976,-1702784
197207,-967073,73953,-769866
197211,-229821,18489,-32610
197215,-903136,73956,-705921
197217,-618335,147913,-421118
197219,-280526,36979,-83307
197223,-338311,73959,-141088
197225,-927479,147919,-730254
197227,-225993,4623,-28766
197231,-1442855,73962,-1245624
197239,-455630,73965,-258391
197241,-426886,147931,-229645
197243,-342523,18492,-145280
197249,-682268,147937,-485019
197251,-284384,36985,-87133
197255,-615008,73971,-417753
