src,dst,kappa,delta,w_raw,w_aug
5420,17971,1,0.000044366727,0.584962500721,0.585006867448
5420,18827,2,0.000044366727,-0.415037499279,-0.414993132552
5421,8131,1,0.000044358542,0.584962500721,0.585006859263
5421,13907,2,0.000044358542,-0.415037499279,-0.414993140737
5422,17974,1,0.000044350360,0.584962500721,0.585006851081
5422,8987,2,0.000044350360,-0.415037499279,-0.414993148919
5423,8134,1,0.000044342181,0.584962500721,0.585006842902
5423,4067,2,0.000044342181,-0.415037499279,-0.414993157098
5424,17977,1,0.000044334006,0.584962500721,0.585006834727
5424,18830,2,0.000044334006,-0.415037499279,-0.414993165273
5425,8137,1,0.000044325833,0.584962500721,0.585006826554
5425,13910,2,0.000044325833,-0.415037499279,-0.414993173446
5426,17980,1,0.000044317663,0.584962500721,0.585006818384
5426,8990,2,0.000044317663,-0.415037499279,-0.414993181616
5427,8140,1,0.000044309496,0.584962500721,0.585006810217
5427,4070,2,0.000044309496,-0.415037499279,-0.414993189783
5428,17983,1,0.000044301332,0.584962500721,0.585006802054
5428,18833,2,0.000044301332,-0.415037499279,-0.414993197946
5429,8143,1,0.000044293172,0.584962500721,0.585006793893
5429,13913,2,0.000044293172,-0.415037499279,-0.414993206107
5430,17986,1,0.000044285014,0.584962500721,0.585006785735
5430,8993,2,0.000044285014,-0.415037499279,-0.414993214265
5431,8146,1,0.000044276859,0.584962500721,0.585006777580
5431,4073,2,0.000044276859,-0.415037499279,-0.414993222420
5432,17989,1,0.000044268707,0.584962500721,0.585006769429
5432,18836,2,0.000044268707,-0.415037499279,-0.414993230571
5433,8149,1,0.000044260559,0.584962500721,0.585006761280
5433,13916,2,0.000044260559,-0.415037499279,-0.414993238720
5434,17992,1,0.000044252413,0.584962500721,0.585006753134
5434,8996,2,0.000044252413,-0.415037499279,-0.414993246866
5435,8152,1,0.000044244270,0.584962500721,0.585006744991
5435,4076,2,0.000044244270,-0.415037499279,-0.414993255009
5436,17995,1,0.000044236130,0.584962500721,0.585006736852
5436,18839,2,0.000044236130,-0.415037499279,-0.414993263148
5437,8155,1,0.000044227994,0.584962500721,0.585006728715
5437,13919,2,0.000044227994,-0.415037499279,-0.414993271285
5438,17998,1,0.000044219860,0.584962500721,0.585006720581
5438,8999,2,0.000044219860,-0.415037499279,-0.414993279419
5439,8158,1,0.000044211729,0.584962500721,0.585006712450
5439,4079,2,0.000044211729,-0.415037499279,-0.414993287550
5440,18001,1,0.000044203601,0.584962500721,0.585006704323
5440,18842,2,0.000044203601,-0.415037499279,-0.414993295677
5441,8161,1,0.000044195477,0.584962500721,0.585006696198
5441,13922,2,0.000044195477,-0.415037499279,-0.414993303802
5442,18004,1,0.000044187355,0.584962500721,0.585006688076
5442,9002,2,0.000044187355,-0.415037499279,-0.414993311924
5443,8164,1,0.000044179236,0.584962500721,0.585006679957
5443,4082,2,0.000044179236,-0.415037499279,-0.414993320043
5444,18007,1,0.000044171120,0.584962500721,0.585006671841
5444,18845,2,0.000044171120,-0.415037499279,-0.414993328159
5445,8167,1,0.000044163007,0.584962500721,0.585006663728
5445,13925,2,0.000044163007,-0.415037499279,-0.414993336272
5446,18010,1,0.000044154897,0.584962500721,0.585006655619
5446,9005,2,0.000044154897,-0.415037499279,-0.414993344381
5447,8170,1,0.000044146791,0.584962500721,0.585006647512
5447,4085,2,0.000044146791,-0.415037499279,-0.414993352488
5448,18013,1,0.000044138687,0.584962500721,0.585006639408
5448,18848,2,0.000044138687,-0.415037499279,-0.414993360592
5449,8173,1,0.000044130586,0.584962500721,0.585006631307
5449,13928,2,0.000044130586,-0.415037499279,-0.414993368693
5450,18016,1,0.000044122488,0.584962500721,0.585006623209
5450,9008,2,0.000044122488,-0.415037499279,-0.414993376791
5451,8176,1,0.000044114393,0.584962500721,0.585006615114
5451,4088,2,0.000044114393,-0.415037499279,-0.414993384886
5452,18019,1,0.000044106301,0.584962500721,0.585006607022
5452,18851,2,0.000044106301,-0.415037499279,-0.414993392978
5453,8179,1,0.000044098212,0.584962500721,0.585006598933
5453,13931,2,0.000044098212,-0.415037499279,-0.414993401067
5454,18022,1,0.000044090125,0.584962500721,0.585006590847
5454,9011,2,0.000044090125,-0.415037499279,-0.414993409153
5455,8182,1,0.000044082042,0.584962500721,0.585006582764
5455,4091,2,0.000044082042,-0.415037499279,-0.414993417236
5456,18025,1,0.000044073962,0.584962500721,0.585006574683
5456,18854,2,0.000044073962,-0.415037499279,-0.414993425317
5457,8185,1,0.000044065885,0.584962500721,0.585006566606
5457,13934,2,0.000044065885,-0.415037499279,-0.414993433394
5458,18028,1,0.000044057811,0.584962500721,0.585006558532
5458,9014,2,0.000044057811,-0.415037499279,-0.414993441468
5459,8188,1,0.000044049739,0.584962500721,0.585006550461
5459,4094,2,0.000044049739,-0.415037499279,-0.414993449539
5460,18031,1,0.000044041671,0.584962500721,0.585006542392
5460,18857,2,0.000044041671,-0.415037499279,-0.414993457608
5461,8191,1,0.000044033606,0.584962500721,0.585006534327
5461,13937,2,0.000044033606,-0.415037499279,-0.414993465673
5462,18034,1,0.000044025543,0.584962500721,0.585006526264
5462,9017,2,0.000044025543,-0.415037499279,-0.414993473736
5463,8194,1,0.000044017484,0.584962500721,0.585006518205
5463,4097,2,0.000044017484,-0.415037499279,-0.414993481795
5464,18037,1,0.000044009427,0.584962500721,0.585006510148
5464,18860,2,0.000044009427,-0.415037499279,-0.414993489852
5465,8197,1,0.000044001374,0.584962500721,0.585006502095
5465,13940,2,0.000044001374,-0.415037499279,-0.414993497905
5466,18040,1,0.000043993323,0.584962500721,0.585006494044
5466,9020,2,0.000043993323,-0.415037499279,-0.414993505956
5467,8200,1,0.000043985275,0.584962500721,0.585006485997
5467,4100,2,0.000043985275,-0.415037499279,-0.414993514003
5468,18043,1,0.000043977231,0.584962500721,0.585006477952
5468,18863,2,0.000043977231,-0.415037499279,-0.414993522048
5469,8203,1,0.000043969189,0.584962500721,0.585006469910
5469,13943,2,0.000043969189,-0.415037499279,-0.414993530090
5470,18046,1,0.000043961150,0.584962500721,0.585006461871
5470,9023,2,0.000043961150,-0.415037499279,-0.414993538129
5471,8206,1,0.000043953114,0.584962500721,0.585006453835
5471,4103,2,0.000043953114,-0.415037499279,-0.414993546165
5472,18049,1,0.000043945081,0.584962500721,0.585006445802
5472,18866,2,0.000043945081,-0.415037499279,-0.414993554198
5473,8209,1,0.000043937051,0.584962500721,0.585006437772
5473,13946,2,0.000043937051,-0.415037499279,-0.414993562228
5474,18052,1,0.000043929024,0.584962500721,0.585006429745
5474,9026,2,0.000043929024,-0.415037499279,-0.414993570255
5475,8212,1,0.000043921000,0.584962500721,0.585006421721
5475,4106,2,0.000043921000,-0.415037499279,-0.414993578279
5476,18055,1,0.000043912979,0.584962500721,0.585006413700
5476,18869,2,0.000043912979,-0.415037499279,-0.414993586300
5477,8215,1,0.000043904960,0.584962500721,0.585006405681
5477,13949,2,0.000043904960,-0.415037499279,-0.414993594319
5478,18058,1,0.000043896945,0.584962500721,0.585006397666
5478,9029,2,0.000043896945,-0.415037499279,-0.414993602334
5479,8218,1,0.000043888932,0.584962500721,0.585006389654
5479,4109,2,0.000043888932,-0.415037499279,-0.414993610346
5480,18061,1,0.000043880923,0.584962500721,0.585006381644
5480,18872,2,0.000043880923,-0.415037499279,-0.414993618356
5481,8221,1,0.000043872916,0.584962500721,0.585006373637
5481,13952,2,0.000043872916,-0.415037499279,-0.414993626363
5482,18064,1,0.000043864913,0.584962500721,0.585006365634
5482,9032,2,0.000043864913,-0.415037499279,-0.414993634366
5483,8224,1,0.000043856912,0.584962500721,0.585006357633
5483,4112,2,0.000043856912,-0.415037499279,-0.414993642367
5484,18067,1,0.000043848914,0.584962500721,0.585006349635
5484,18875,2,0.000043848914,-0.415037499279,-0.414993650365
5485,8227,1,0.000043840919,0.584962500721,0.585006341640
5485,13955,2,0.000043840919,-0.415037499279,-0.414993658360
5486,18070,1,0.000043832927,0.584962500721,0.585006333648
5486,9035,2,0.000043832927,-0.415037499279,-0.414993666352
5487,8230,1,0.000043824938,0.584962500721,0.585006325659
5487,4115,2,0.000043824938,-0.415037499279,-0.414993674341
5488,18073,1,0.000043816952,0.584962500721,0.585006317673
5488,18878,2,0.000043816952,-0.415037499279,-0.414993682327
5489,8233,1,0.000043808968,0.584962500721,0.585006309689
5489,13958,2,0.000043808968,-0.415037499279,-0.414993690311
5490,18076,1,0.000043800988,0.584962500721,0.585006301709
5490,9038,2,0.000043800988,-0.415037499279,-0.414993698291
5491,8236,1,0.000043793010,0.584962500721,0.585006293732
5491,4118,2,0.000043793010,-0.415037499279,-0.414993706268
5492,18079,1,0.000043785036,0.584962500721,0.585006285757
5492,18881,2,0.000043785036,-0.415037499279,-0.414993714243
5493,8239,1,0.000043777064,0.584962500721,0.585006277785
5493,13961,2,0.000043777064,-0.415037499279,-0.414993722215
5494,18082,1,0.000043769095,0.584962500721,0.585006269817
5494,9041,2,0.000043769095,-0.415037499279,-0.414993730183
5495,8242,1,0.000043761130,0.584962500721,0.585006261851
5495,4121,2,0.000043761130,-0.415037499279,-0.414993738149
5496,18085,1,0.000043753167,0.584962500721,0.585006253888
5496,18884,2,0.000043753167,-0.415037499279,-0.414993746112
5497,8245,1,0.000043745207,0.584962500721,0.585006245928
5497,13964,2,0.000043745207,-0.415037499279,-0.414993754072
5498,18088,1,0.000043737249,0.584962500721,0.585006237971
5498,9044,2,0.000043737249,-0.415037499279,-0.414993762029
5499,8248,1,0.000043729295,0.584962500721,0.585006230016
5499,4124,2,0.000043729295,-0.415037499279,-0.414993769984
5500,18091,1,0.000043721344,0.584962500721,0.585006222065
5500,18887,2,0.000043721344,-0.415037499279,-0.414993777935
5501,8251,1,0.000043713395,0.584962500721,0.585006214116
5501,13967,2,0.000043713395,-0.415037499279,-0.414993785884
5502,18094,1,0.000043705450,0.584962500721,0.585006206171
5502,9047,2,0.000043705450,-0.415037499279,-0.414993793829
5503,8254,1,0.000043697507,0.584962500721,0.585006198228
5503,4127,2,0.000043697507,-0.415037499279,-0.414993801772
5504,18097,1,0.000043689567,0.584962500721,0.585006190288
5504,18890,2,0.000043689567,-0.415037499279,-0.414993809712
5505,8257,1,0.000043681630,0.584962500721,0.585006182351
5505,13970,2,0.000043681630,-0.415037499279,-0.414993817649
5506,18100,1,0.000043673696,0.584962500721,0.585006174417
5506,9050,2,0.000043673696,-0.415037499279,-0.414993825583
5507,8260,1,0.000043665765,0.584962500721,0.585006166486
5507,4130,2,0.000043665765,-0.415037499279,-0.414993833514
5508,18103,1,0.000043657837,0.584962500721,0.585006158558
5508,18893,2,0.000043657837,-0.415037499279,-0.414993841442
5509,8263,1,0.000043649911,0.584962500721,0.585006150632
5509,13973,2,0.000043649911,-0.415037499279,-0.414993849368
5510,18106,1,0.000043641989,0.584962500721,0.585006142710
5510,9053,2,0.000043641989,-0.415037499279,-0.414993857290
5511,8266,1,0.000043634069,0.584962500721,0.585006134790
5511,4133,2,0.000043634069,-0.415037499279,-0.414993865210
5512,18109,1,0.000043626152,0.584962500721,0.585006126873
5512,18896,2,0.000043626152,-0.415037499279,-0.414993873127
5513,8269,1,0.000043618238,0.584962500721,0.585006118959
5513,13976,2,0.000043618238,-0.415037499279,-0.414993881041
5514,18112,1,0.000043610327,0.584962500721,0.585006111048
5514,9056,2,0.000043610327,-0.415037499279,-0.414993888952
5515,8272,1,0.000043602419,0.584962500721,0.585006103140
5515,4136,2,0.000043602419,-0.415037499279,-0.414993896860
5516,18115,1,0.000043594514,0.584962500721,0.585006095235
5516,18899,2,0.000043594514,-0.415037499279,-0.414993904765
5517,8275,1,0.000043586611,0.584962500721,0.585006087332
5517,13979,2,0.000043586611,-0.415037499279,-0.414993912668
5518,18118,1,0.000043578712,0.584962500721,0.585006079433
5518,9059,2,0.000043578712,-0.415037499279,-0.414993920567
5519,8278,1,0.000043570815,0.584962500721,0.585006071536
5519,4139,2,0.000043570815,-0.415037499279,-0.414993928464
5520,18121,1,0.000043562921,0.584962500721,0.585006063642
5520,18902,2,0.000043562921,-0.415037499279,-0.414993936358
5521,8281,1,0.000043555030,0.584962500721,0.585006055751
5521,13982,2,0.000043555030,-0.415037499279,-0.414993944249
5522,18124,1,0.000043547142,0.584962500721,0.585006047863
5522,9062,2,0.000043547142,-0.415037499279,-0.414993952137
5523,8284,1,0.000043539257,0.584962500721,0.585006039978
5523,4142,2,0.000043539257,-0.415037499279,-0.414993960022
5524,18127,1,0.000043531374,0.584962500721,0.585006032095
5524,18905,2,0.000043531374,-0.415037499279,-0.414993967905
5525,8287,1,0.000043523495,0.584962500721,0.585006024216
5525,13985,2,0.000043523495,-0.415037499279,-0.414993975784
5526,18130,1,0.000043515618,0.584962500721,0.585006016339
5526,9065,2,0.000043515618,-0.415037499279,-0.414993983661
5527,8290,1,0.000043507744,0.584962500721,0.585006008465
5527,4145,2,0.000043507744,-0.415037499279,-0.414993991535
5528,18133,1,0.000043499873,0.584962500721,0.585006000594
5528,18908,2,0.000043499873,-0.415037499279,-0.414993999406
5529,8293,1,0.000043492005,0.584962500721,0.585005992726
5529,13988,2,0.000043492005,-0.415037499279,-0.414994007274
5530,18136,1,0.000043484140,0.584962500721,0.585005984861
5530,9068,2,0.000043484140,-0.415037499279,-0.414994015139
5531,8296,1,0.000043476277,0.584962500721,0.585005976998
5531,4148,2,0.000043476277,-0.415037499279,-0.414994023002
5532,18139,1,0.000043468417,0.584962500721,0.585005969139
5532,18911,2,0.000043468417,-0.415037499279,-0.414994030861
5533,8299,1,0.000043460561,0.584962500721,0.585005961282
5533,13991,2,0.000043460561,-0.415037499279,-0.414994038718
5534,18142,1,0.000043452707,0.584962500721,0.585005953428
5534,9071,2,0.000043452707,-0.415037499279,-0.414994046572
5535,8302,1,0.000043444856,0.584962500721,0.585005945577
5535,4151,2,0.000043444856,-0.415037499279,-0.414994054423
5536,18145,1,0.000043437007,0.584962500721,0.585005937728
5536,18914,2,0.000043437007,-0.415037499279,-0.414994062272
5537,8305,1,0.000043429162,0.584962500721,0.585005929883
5537,13994,2,0.000043429162,-0.415037499279,-0.414994070117
5538,18148,1,0.000043421319,0.584962500721,0.585005922040
5538,9074,2,0.000043421319,-0.415037499279,-0.414994077960
5539,8308,1,0.000043413479,0.584962500721,0.585005914201
5539,4154,2,0.000043413479,-0.415037499279,-0.414994085799
5540,18151,1,0.000043405642,0.584962500721,0.585005906364
5540,18917,2,0.000043405642,-0.415037499279,-0.414994093636
5541,8311,1,0.000043397808,0.584962500721,0.585005898529
5541,13997,2,0.000043397808,-0.415037499279,-0.414994101471
5542,18154,1,0.000043389977,0.584962500721,0.585005890698
5542,9077,2,0.000043389977,-0.415037499279,-0.414994109302
5543,8314,1,0.000043382149,0.584962500721,0.585005882870
5543,4157,2,0.000043382149,-0.415037499279,-0.414994117130
5544,18157,1,0.000043374323,0.584962500721,0.585005875044
5544,18920,2,0.000043374323,-0.415037499279,-0.414994124956
5545,8317,1,0.000043366500,0.584962500721,0.585005867221
5545,14000,2,0.000043366500,-0.415037499279,-0.414994132779
5546,18160,1,0.000043358680,0.584962500721,0.585005859401
5546,9080,2,0.000043358680,-0.415037499279,-0.414994140599
5547,8320,1,0.000043350863,0.584962500721,0.585005851584
5547,4160,2,0.000043350863,-0.415037499279,-0.414994148416
5548,18163,1,0.000043343049,0.584962500721,0.585005843770
5548,18923,2,0.000043343049,-0.415037499279,-0.414994156230
5549,8323,1,0.000043335237,0.584962500721,0.585005835958
5549,14003,2,0.000043335237,-0.415037499279,-0.414994164042
5550,18166,1,0.000043327428,0.584962500721,0.585005828149
5550,9083,2,0.000043327428,-0.415037499279,-0.414994171851
5551,8326,1,0.000043319622,0.584962500721,0.585005820343
5551,4163,2,0.000043319622,-0.415037499279,-0.414994179657
5552,18169,1,0.000043311819,0.584962500721,0.585005812540
5552,18926,2,0.000043311819,-0.415037499279,-0.414994187460
5553,8329,1,0.000043304019,0.584962500721,0.585005804740
5553,14006,2,0.000043304019,-0.415037499279,-0.414994195260
5554,18172,1,0.000043296221,0.584962500721,0.585005796943
5554,9086,2,0.000043296221,-0.415037499279,-0.414994203057
5555,8332,1,0.000043288427,0.584962500721,0.585005789148
5555,4166,2,0.000043288427,-0.415037499279,-0.414994210852
5556,18175,1,0.000043280635,0.584962500721,0.585005781356
5556,18929,2,0.000043280635,-0.415037499279,-0.414994218644
5557,8335,1,0.000043272846,0.584962500721,0.585005773567
5557,14009,2,0.000043272846,-0.415037499279,-0.414994226433
5558,18178,1,0.000043265059,0.584962500721,0.585005765781
5558,9089,2,0.000043265059,-0.415037499279,-0.414994234219
5559,8338,1,0.000043257276,0.584962500721,0.585005757997
5559,4169,2,0.000043257276,-0.415037499279,-0.414994242003
5560,18181,1,0.000043249495,0.584962500721,0.585005750217
5560,18932,2,0.000043249495,-0.415037499279,-0.414994249783
5561,8341,1,0.000043241717,0.584962500721,0.585005742439
5561,14012,2,0.000043241717,-0.415037499279,-0.414994257561
5562,18184,1,0.000043233942,0.584962500721,0.585005734664
5562,9092,2,0.000043233942,-0.415037499279,-0.414994265336
5563,8344,1,0.000043226170,0.584962500721,0.585005726891
5563,4172,2,0.000043226170,-0.415037499279,-0.414994273109
5564,18187,1,0.000043218401,0.584962500721,0.585005719122
5564,18935,2,0.000043218401,-0.415037499279,-0.414994280878
5565,8347,1,0.000043210634,0.584962500721,0.585005711355
5565,14015,2,0.000043210634,-0.415037499279,-0.414994288645
5566,18190,1,0.000043202870,0.584962500721,0.585005703591
5566,9095,2,0.000043202870,-0.415037499279,-0.414994296409
5567,8350,1,0.000043195109,0.584962500721,0.585005695830
5567,4175,2,0.000043195109,-0.415037499279,-0.414994304170
5568,18193,1,0.000043187351,0.584962500721,0.585005688072
5568,18938,2,0.000043187351,-0.415037499279,-0.414994311928
5569,8353,1,0.000043179595,0.584962500721,0.585005680316
5569,14018,2,0.000043179595,-0.415037499279,-0.414994319684
5570,18196,1,0.000043171842,0.584962500721,0.585005672563
5570,9098,2,0.000043171842,-0.415037499279,-0.414994327437
5571,8356,1,0.000043164092,0.584962500721,0.585005664814
5571,4178,2,0.000043164092,-0.415037499279,-0.414994335186
5572,18199,1,0.000043156345,0.584962500721,0.585005657066
